id,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification (grade),Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,GDP,Target
86975,44,1,9003,1,130.0,130.0,0,0,1,1,0,20,0,6,10,5,11.833333333333334,0,6,17,4,11.5,16.2,-0.92,Graduate
7875,39,1,9500,1,130.0,150.0,0,0,1,1,0,24,0,8,8,7,12.84142857142857,0,8,8,7,12.84142857142857,10.8,1.74,Graduate
101104,1,4,9500,1,136.0,129.8,1,0,1,0,1,19,0,7,9,7,13.766666666666666,0,8,9,8,13.744444444444444,15.5,-4.06,Graduate
78123,39,1,8014,0,130.0,140.0,0,0,1,0,1,35,0,6,8,6,11.666666666666666,0,6,8,6,11.333333333333334,9.4,-3.12,Graduate
23766,1,1,9773,1,140.0,125.0,0,0,1,0,1,19,0,6,6,6,14.833333333333334,0,6,6,6,15.166666666666666,16.2,-0.92,Graduate
5348,1,4,9085,1,133.0,119.4,1,0,0,0,0,19,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79,Dropout
87621,39,1,9254,1,133.1,130.0,0,1,0,1,0,25,0,6,7,0,0.0,0,6,6,0,0.0,16.2,-0.92,Graduate
74917,39,1,9003,1,130.0,115.0,1,0,1,1,0,28,0,6,8,6,13.625,0,6,6,6,14.333333333333334,15.5,-4.06,Graduate
78907,1,1,171,1,139.0,149.9,1,0,1,0,0,19,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,Graduate
80652,1,2,9500,1,124.0,117.8,1,0,1,0,1,19,0,8,8,7,12.92875,0,8,8,7,12.92875,12.7,-1.7,Graduate
52816,1,1,9773,1,132.0,127.1,1,0,1,0,1,21,0,6,7,6,14.428571428571429,0,6,7,6,12.5,11.1,2.02,Graduate
61007,17,2,9500,1,143.0,127.6,1,0,1,0,1,18,0,7,7,7,13.62857142857143,0,8,9,8,13.788888888888888,11.1,2.02,Graduate
5884,1,2,9500,1,112.0,106.8,1,0,1,0,1,19,0,7,7,6,13.533333333333331,0,8,9,7,13.614285714285714,13.9,0.79,Graduate
52589,44,1,9147,1,150.0,150.0,1,0,1,1,1,22,0,5,7,5,12.4,0,5,8,5,12.4,13.9,0.79,Graduate
13653,39,1,9853,1,110.0,110.0,0,0,1,0,0,30,0,6,0,0,0.0,0,6,0,0,0.0,12.7,-1.7,Dropout
116231,39,1,9147,1,140.0,118.0,1,0,0,1,0,24,0,5,7,2,10.0,0,5,7,0,0.0,7.6,0.32,Graduate
122427,17,2,9853,1,128.0,124.8,1,0,1,0,0,18,0,6,6,6,12.0,0,6,11,4,12.5,10.8,1.74,Graduate
71198,39,1,9003,1,130.0,154.3,0,0,1,1,0,26,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79,Dropout
66268,53,1,9147,1,130.0,130.0,1,0,1,0,1,21,5,10,20,10,11.5,2,9,18,6,12.285714285714286,9.4,-3.12,Graduate
12851,1,1,9147,1,133.1,101.0,1,0,1,1,0,21,0,5,14,0,0.0,0,5,5,0,0.0,12.4,1.79,Dropout
73942,1,2,9773,1,130.0,126.6,1,0,1,1,0,18,0,6,6,6,13.0,0,6,6,6,13.0,11.1,2.02,Graduate
84854,43,1,9500,1,130.0,100.0,0,0,1,0,1,20,0,7,10,5,11.5,0,7,7,6,13.5,13.9,0.79,Graduate
21486,1,6,9500,1,152.0,141.4,1,0,1,0,0,18,0,7,0,0,0.0,0,8,0,0,0.0,13.9,0.79,Dropout
41014,17,3,9085,1,133.1,117.6,1,1,0,0,0,21,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79,Dropout
122237,17,5,9238,1,145.0,127.3,1,0,1,0,0,19,0,6,9,5,11.4,0,6,11,2,12.0,10.8,1.74,Graduate
120686,39,1,9003,1,133.1,105.0,0,0,1,1,0,49,0,6,8,2,10.0,0,6,16,1,13.0,15.5,-4.06,Graduate
18104,39,1,9147,1,133.1,118.0,1,1,0,1,0,27,0,5,5,0,0.0,0,5,5,0,0.0,7.6,0.32,Dropout
16018,39,1,9003,1,140.0,140.0,0,0,1,1,0,35,0,6,8,5,15.8,0,6,10,5,13.0,16.2,-0.92,Graduate
44094,7,1,9254,1,110.0,110.0,0,0,1,0,0,35,0,6,7,0,0.0,0,6,6,0,0.0,16.2,-0.92,Dropout
23280,1,1,9147,1,132.0,125.0,0,0,1,1,0,22,0,5,7,5,12.6,0,5,5,5,12.2,15.5,-4.06,Graduate
61172,1,2,9147,1,116.0,113.6,1,0,1,0,0,21,0,5,9,2,10.0,0,5,10,1,10.0,11.1,2.02,Dropout
13912,39,1,9085,1,130.0,128.2,0,0,0,1,0,31,0,5,7,3,12.0,0,5,8,3,10.666666666666666,7.6,0.32,Dropout
41122,1,1,171,1,140.0,124.0,1,0,1,1,0,19,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74,Enrolled
80815,1,4,9500,1,129.0,118.5,1,0,1,0,0,19,0,7,10,7,12.67,0,8,11,8,11.736,15.5,-4.06,Graduate
96933,39,1,9254,1,133.1,130.0,0,0,1,1,0,29,0,2,12,0,0.0,0,5,5,0,0.0,9.4,-3.12,Graduate
105563,39,1,8014,0,133.1,127.0,0,0,1,0,1,27,0,6,9,6,11.333333333333334,0,6,8,4,14.5,8.9,3.51,Graduate
122189,1,1,9773,1,125.0,137.0,0,0,1,0,0,18,0,6,6,6,12.666666666666666,0,6,6,5,14.4,7.6,0.32,Graduate
58838,1,1,9773,1,123.0,116.1,1,0,1,0,0,19,0,6,6,6,13.833333333333334,0,6,7,6,13.285714285714286,11.1,2.02,Graduate
60219,44,1,9003,1,150.0,150.0,0,0,1,1,0,20,0,6,9,6,12.142857142857142,0,6,7,4,11.75,13.9,0.79,Enrolled
93261,17,1,9254,1,132.0,119.1,0,0,1,1,0,19,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06,Graduate
105013,1,3,9670,1,125.0,125.4,1,0,1,1,0,19,0,6,7,6,13.333333333333334,0,6,7,6,13.285714285714286,8.9,3.51,Graduate
82550,1,3,9500,1,140.0,127.5,1,0,1,0,1,20,0,8,8,7,13.44285714285714,0,8,8,8,13.44285714285714,12.7,-1.7,Graduate
31773,16,1,9085,1,131.0,127.1,0,0,1,0,0,18,0,5,7,5,14.2,0,5,7,4,12.0,12.7,-1.7,Graduate
126457,44,1,9003,1,140.0,140.0,0,0,1,1,0,20,0,6,11,3,12.666666666666666,0,6,13,3,13.0,13.9,0.79,Graduate
1795,1,3,9500,1,131.0,127.3,1,0,1,1,1,18,0,8,8,8,13.01125,0,8,8,8,13.01125,9.4,-3.12,Graduate
105446,16,3,171,1,134.0,126.5,1,0,1,1,1,18,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12,Graduate
86327,17,2,9254,1,122.0,126.9,1,0,1,0,0,19,0,6,8,6,11.666666666666666,0,6,6,6,11.0,15.5,-4.06,Graduate
15510,1,4,9773,1,113.0,107.5,1,0,1,0,0,20,0,6,8,6,12.333333333333334,0,6,9,6,13.166666666666666,11.1,2.02,Graduate
96450,39,1,9119,1,130.0,100.0,0,0,1,1,0,24,0,5,11,0,0.0,0,5,7,0,0.0,16.2,-0.92,Graduate
11588,1,1,9119,1,130.0,140.2,1,0,1,1,0,20,0,5,11,0,0.0,0,5,8,0,0.0,9.4,-3.12,Dropout
27142,1,1,9238,1,142.0,141.3,0,0,1,0,0,19,0,6,7,6,15.714285714285714,0,6,6,6,14.666666666666666,13.9,0.79,Graduate
57595,1,1,9147,1,120.0,113.0,0,0,1,1,0,21,0,5,10,4,11.0,0,5,8,4,11.25,12.4,1.79,Enrolled
37562,17,1,9254,1,137.0,131.4,0,0,0,1,0,22,0,6,6,4,11.25,0,6,7,3,11.333333333333334,9.4,-3.12,Dropout
106299,17,3,9085,1,138.0,131.0,1,0,1,0,0,19,0,5,6,5,13.6,0,5,5,5,12.8,10.8,1.74,Graduate
63016,1,1,9773,1,140.0,137.9,0,0,1,0,1,19,0,6,7,6,13.857142857142858,0,6,9,5,12.0,16.2,-0.92,Graduate
88488,1,4,9500,1,136.0,130.5,1,0,1,0,1,19,0,7,8,7,12.7,0,8,8,8,13.2325,12.4,1.79,Graduate
74188,1,2,9773,1,123.0,117.4,1,0,1,0,0,18,0,6,10,5,12.8,0,6,7,5,12.8,13.9,0.79,Graduate
57490,17,1,9670,1,126.0,115.2,0,0,1,1,0,18,0,5,7,3,11.0,0,5,5,4,12.75,7.6,0.32,Graduate
112369,44,1,171,1,160.0,160.0,0,0,1,1,0,20,0,0,0,0,0.0,0,0,0,0,0.0,15.5,-4.06,Graduate
25715,1,1,9238,1,122.0,114.7,0,0,1,0,0,19,0,6,8,6,12.166666666666666,0,6,9,6,12.428571428571429,11.1,2.02,Graduate
62078,39,1,9119,1,133.1,100.0,0,1,0,1,0,39,0,5,5,0,0.0,0,5,5,0,0.0,10.8,1.74,Dropout
52048,39,1,9991,0,100.0,120.0,0,0,1,1,0,39,0,5,6,5,13.2,0,6,6,4,11.5,9.4,-3.12,Graduate
29637,39,1,9991,0,160.0,126.5,0,0,1,1,1,43,0,5,10,5,11.142857142857142,0,5,6,5,12.0,10.8,1.74,Graduate
103809,39,1,9773,1,130.0,120.5,1,0,1,1,0,28,0,6,8,6,13.833333333333334,0,6,8,3,13.666666666666666,12.7,-1.7,Graduate
90052,1,2,9147,1,130.0,121.7,0,0,1,0,1,18,0,5,5,5,13.2,0,5,11,3,11.0,9.4,-3.12,Graduate
108037,17,1,9773,1,151.0,146.5,0,0,1,0,0,18,0,6,6,6,15.666666666666666,0,6,6,6,14.333333333333334,13.9,0.79,Graduate
115761,17,4,9500,1,129.0,120.0,1,0,1,0,0,18,0,8,8,7,12.454285714285716,0,8,8,7,12.454285714285716,10.8,1.74,Graduate
44834,39,1,9147,1,140.0,114.0,0,0,0,1,0,25,0,5,5,0,0.0,0,5,5,0,0.0,10.8,1.74,Dropout
115453,1,1,9773,1,152.0,156.2,0,0,1,0,1,18,0,6,6,6,12.5,0,6,6,6,14.166666666666666,12.7,-1.7,Graduate
72275,39,1,8014,0,140.0,150.0,0,0,1,0,0,35,0,6,8,4,11.25,0,6,8,5,11.2,12.4,1.79,Graduate
34167,1,1,9773,1,154.0,154.7,1,0,1,0,0,18,0,6,6,6,12.666666666666666,0,6,6,6,13.833333333333334,11.1,2.02,Graduate
31102,1,1,9773,1,125.0,125.5,1,0,1,0,0,19,0,6,6,6,13.333333333333334,0,6,6,6,13.333333333333334,11.1,2.02,Graduate
59346,1,2,9254,1,115.0,114.3,1,0,1,0,0,23,0,6,12,3,10.0,0,6,11,5,12.8,12.4,1.79,Dropout
93394,1,1,171,1,127.0,124.2,1,0,0,0,0,19,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12,Graduate
125487,39,1,9500,1,133.1,103.0,0,0,1,0,0,36,0,7,0,0,0.0,0,8,0,0,0.0,16.2,-0.92,Graduate
1413,1,5,9500,1,136.0,125.5,1,0,1,0,0,19,0,8,8,7,13.296666666666669,0,8,8,7,13.296666666666669,12.7,-1.7,Graduate
51865,1,1,9500,1,131.0,122.0,1,0,1,0,1,18,0,8,8,7,12.04142857142857,0,8,8,7,12.04142857142857,10.8,1.74,Graduate
92908,39,1,9147,1,133.1,120.0,0,0,0,1,0,29,0,5,5,0,0.0,0,5,5,0,0.0,9.4,-3.12,Graduate
76059,43,1,9254,1,160.0,153.2,0,0,1,1,1,35,0,6,8,6,12.166666666666666,0,6,8,5,10.8,9.4,-3.12,Enrolled
109078,1,4,9147,1,124.0,117.5,1,0,1,1,0,18,0,5,7,5,10.8,0,5,7,2,13.5,16.2,-0.92,Graduate
73558,39,1,9991,0,110.0,111.9,0,0,1,1,0,49,0,5,5,0,0.0,0,5,5,0,0.0,7.6,0.32,Dropout
120122,1,1,8014,0,131.0,127.0,0,0,1,0,1,20,0,6,10,5,10.6,0,6,7,6,11.714285714285714,15.5,-4.06,Graduate
105264,39,1,9991,0,130.0,111.7,1,0,0,1,0,28,0,5,5,1,10.0,0,5,6,0,0.0,9.4,-3.12,Graduate
71004,1,2,9500,1,147.0,141.5,1,0,1,0,0,19,0,7,0,0,0.0,0,8,0,0,0.0,12.4,1.79,Dropout
102300,44,1,9003,1,150.0,150.0,1,0,1,1,0,19,0,6,10,6,13.0,0,6,9,5,13.0,12.4,1.79,Graduate
89732,44,1,9003,1,120.0,120.0,0,0,1,1,0,29,0,6,14,3,10.666666666666666,0,6,11,1,12.0,15.5,-4.06,Graduate
68707,1,1,9773,1,121.0,122.0,1,0,1,1,0,18,0,6,6,6,13.0,0,6,6,6,12.333333333333334,8.9,3.51,Graduate
56789,39,1,8014,0,140.0,113.3,1,0,1,1,0,46,8,14,14,12,13.428571428571429,5,11,16,9,11.0,9.4,-3.12,Graduate
71848,17,3,9254,1,122.0,130.8,0,0,0,1,0,22,0,5,5,0,0.0,0,5,10,0,0.0,10.8,1.74,Dropout
41270,17,5,9853,1,125.0,117.4,1,0,1,0,0,18,0,6,9,5,10.8,0,6,11,3,11.0,12.7,-1.7,Enrolled
9338,1,2,9500,1,129.0,120.0,1,0,1,0,0,19,0,7,8,7,14.85,0,7,7,7,13.8,7.6,0.32,Graduate
30830,43,1,9670,1,139.0,120.8,0,0,1,0,0,22,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06,Dropout
11177,1,5,9500,1,147.0,139.8,1,0,1,0,0,18,0,8,8,6,14.935,0,8,8,6,14.935,9.4,-3.12,Graduate
80613,17,4,9670,1,130.0,118.0,1,0,1,1,0,18,0,6,7,6,13.666666666666666,0,6,6,6,12.9,8.9,3.51,Graduate
92140,1,1,9500,1,122.0,114.5,0,0,1,0,0,20,0,7,7,7,13.285714285714286,0,6,6,6,12.833333333333334,13.9,0.79,Graduate
107004,1,3,9773,1,157.0,138.9,1,0,1,0,1,18,0,6,6,6,14.5,0,6,6,6,13.666666666666666,8.9,3.51,Graduate
79265,17,1,9070,1,131.0,131.7,0,0,1,0,1,19,0,6,8,5,13.4,0,6,7,5,11.8,12.7,-1.7,Graduate
71061,39,1,9147,1,140.0,140.7,0,0,1,1,0,25,0,5,11,4,12.375,0,5,9,2,11.5,9.4,-3.12,Enrolled
116902,1,6,9500,1,137.0,126.6,1,0,1,0,0,19,0,7,8,7,13.796666666666669,0,8,9,7,14.825714285714286,12.4,1.79,Graduate
119195,1,1,9773,1,151.0,138.0,1,0,1,0,0,18,0,6,8,5,12.0,0,6,10,5,12.0,9.4,-3.12,Graduate
52667,1,6,9500,1,144.0,128.8,1,0,1,0,1,18,0,8,10,7,12.9,0,8,10,7,12.9,10.8,1.74,Graduate
2174,17,1,9147,1,122.0,118.5,0,0,1,0,0,19,0,5,8,3,12.0,0,5,8,4,12.25,10.8,1.74,Enrolled
112045,17,2,9670,1,133.1,119.8,0,0,0,1,0,21,0,6,12,2,10.0,0,5,9,0,0.0,9.4,-3.12,Graduate
120462,17,3,9238,1,134.0,126.0,1,0,1,0,1,21,0,6,8,5,12.333333333333334,0,6,7,5,11.8,13.9,0.79,Graduate
19051,1,1,9670,1,125.0,121.5,1,0,1,0,1,19,0,6,6,6,13.666666666666666,0,6,9,6,12.5,8.9,3.51,Graduate
100023,17,1,9853,1,125.0,122.8,1,0,1,0,0,18,0,6,9,5,11.833333333333334,0,6,11,4,12.0,12.7,-1.7,Graduate
114910,18,1,9147,1,121.0,111.9,1,0,1,1,0,22,0,5,5,0,0.0,0,5,5,0,0.0,10.8,1.74,Graduate
111445,1,1,9070,1,143.0,128.6,0,0,1,0,1,21,0,6,7,6,14.0,0,6,6,6,13.666666666666666,11.1,2.02,Graduate
90151,1,1,9147,1,116.0,127.3,1,0,1,1,0,20,0,5,9,3,12.0,0,5,7,3,11.333333333333334,7.6,0.32,Graduate
34116,1,1,9085,1,124.0,117.5,1,0,1,0,0,19,0,5,9,5,12.0,0,5,14,2,10.0,9.4,-3.12,Enrolled
67395,1,1,9773,1,135.0,129.0,1,0,0,1,0,18,0,6,0,0,0.0,0,6,12,0,0.0,9.4,-3.12,Dropout
92042,39,1,9003,1,140.0,140.0,0,0,1,1,0,35,0,6,6,0,0.0,0,6,6,0,0.0,12.4,1.79,Graduate
33253,17,2,9238,1,131.0,131.4,1,0,1,0,0,18,0,6,8,5,11.8,0,6,9,4,12.25,10.8,1.74,Graduate
1641,39,1,9991,0,150.0,130.0,0,0,1,0,0,29,0,5,5,5,12.6,0,5,5,5,11.4,12.7,-1.7,Graduate
47710,43,1,9147,1,141.0,142.4,1,0,1,1,0,22,5,12,20,8,12.9,4,12,16,10,12.9,9.4,-3.12,Enrolled
53429,1,1,9238,1,134.0,133.5,0,0,1,0,0,19,0,6,7,6,13.0,0,6,7,6,13.285714285714286,16.2,-0.92,Graduate
78809,1,1,9238,1,135.0,121.0,1,0,1,0,0,18,0,6,11,6,11.333333333333334,0,6,11,5,10.833333333333334,7.6,0.32,Graduate
7164,1,2,9147,1,143.0,133.0,0,0,1,0,0,19,0,5,6,5,11.8,0,5,8,4,11.0,7.6,0.32,Graduate
92853,1,1,9254,1,124.0,114.3,1,0,1,0,1,19,0,6,9,5,11.4,0,6,11,4,14.0,11.1,2.02,Graduate
125238,1,1,9147,1,135.0,121.2,1,0,1,0,1,18,0,5,6,5,11.833333333333334,0,5,5,5,12.8,9.4,-3.12,Graduate
84435,1,1,9500,1,156.0,137.3,0,0,1,0,0,18,0,7,0,0,0.0,0,8,0,0,0.0,12.4,1.79,Graduate
28839,1,1,171,1,130.0,117.5,1,0,1,0,0,19,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7,Dropout
102010,17,4,9500,1,143.0,131.5,1,0,1,1,1,18,0,8,8,6,12.5125,0,8,8,8,12.5125,9.4,-3.12,Graduate
126362,1,3,9500,1,135.0,120.5,1,0,1,0,1,19,0,7,10,7,13.04,0,7,7,7,12.5,12.4,1.79,Graduate
22803,17,3,9773,1,123.0,120.8,1,0,1,0,1,19,0,6,12,3,12.0,0,6,11,4,13.75,10.8,1.74,Dropout
124619,17,3,9070,1,165.0,158.3,1,0,1,0,0,18,0,6,8,6,14.166666666666666,0,6,8,6,13.625,12.7,-1.7,Graduate
8008,1,1,171,1,117.0,120.2,1,0,1,1,0,21,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32,Dropout
114328,39,1,9991,0,170.0,111.9,0,0,1,1,0,40,0,5,5,0,0.0,0,5,5,0,0.0,7.6,0.32,Graduate
23882,1,2,9147,1,123.0,116.7,1,0,1,0,0,20,0,5,9,0,0.0,0,5,8,0,0.0,12.7,-1.7,Dropout
72952,1,2,171,1,123.0,116.7,1,0,1,0,1,18,0,0,0,0,0.0,0,0,0,0,0.0,16.2,-0.92,Graduate
21079,17,2,9147,1,118.0,113.4,1,0,1,0,0,21,0,5,11,3,10.333333333333334,0,5,9,2,11.0,12.4,1.79,Enrolled
36089,51,1,8014,0,134.0,122.2,0,1,1,1,0,48,0,6,11,4,11.5,0,6,8,6,12.0,11.1,2.02,Graduate
6965,1,1,9773,1,128.0,124.2,1,0,1,0,1,18,0,6,6,6,12.166666666666666,0,6,8,6,12.142857142857142,12.4,1.79,Graduate
1983,1,2,9773,1,129.0,142.0,1,0,1,0,0,19,0,6,7,6,12.666666666666666,0,6,8,5,12.8,9.4,-3.12,Enrolled
84959,1,1,9147,1,133.0,120.4,0,0,1,1,1,19,0,5,7,5,13.2,0,5,7,4,12.0,10.8,1.74,Graduate
97131,17,1,9254,1,119.0,112.9,0,1,1,1,0,20,0,6,12,0,0.0,0,6,12,0,0.0,9.4,-3.12,Graduate
114400,17,2,9853,1,108.0,107.8,1,0,1,0,0,20,0,7,12,4,11.5,0,7,7,5,12.2,13.9,0.79,Graduate
69465,39,1,9147,1,133.1,116.3,0,0,1,0,0,29,0,4,4,0,0.0,0,5,0,0,0.0,10.8,1.74,Dropout
37286,17,2,9254,1,132.0,126.1,1,0,1,0,1,19,0,6,8,5,12.0,0,6,6,6,12.5,7.6,0.32,Graduate
15974,1,4,9500,1,144.0,137.5,1,0,1,0,0,19,0,7,7,6,14.616666666666667,0,7,7,6,14.616666666666667,7.6,0.32,Graduate
25749,39,1,9991,0,133.1,150.3,0,0,1,0,0,47,0,5,5,5,14.8,0,5,6,5,14.4,7.6,0.32,Graduate
113948,1,5,9670,1,136.0,125.0,1,0,1,0,1,19,0,6,8,5,12.8,0,6,9,5,12.0,11.1,2.02,Graduate
59873,44,1,9130,1,120.0,120.0,1,0,1,1,0,19,0,6,11,3,11.666666666666666,0,6,6,0,0.0,12.4,1.79,Dropout
90936,7,1,9500,1,130.0,130.0,0,0,1,0,0,32,0,7,0,0,0.0,0,8,0,0,0.0,16.2,-0.92,Graduate
70564,1,1,9130,1,160.0,165.8,1,0,1,1,0,18,0,5,5,5,14.0,0,5,5,5,15.8,10.8,1.74,Graduate
32909,1,5,9070,1,132.0,124.3,0,0,0,0,0,18,0,6,0,0,0.0,0,6,0,0,0.0,10.8,1.74,Dropout
65201,39,1,9119,1,100.0,110.0,0,0,1,1,0,34,0,5,14,2,11.0,0,5,7,3,10.0,9.4,-3.12,Enrolled
34431,1,6,9500,1,142.0,130.3,1,0,1,1,1,18,0,8,8,7,13.7,0,8,8,7,13.7,12.7,-1.7,Graduate
3461,1,1,9238,1,135.0,124.9,0,0,0,1,0,19,0,6,6,6,12.5,0,6,6,6,11.5,8.9,3.51,Graduate
65619,17,1,9130,1,141.0,127.8,0,0,1,0,1,18,0,6,7,6,14.285714285714286,0,6,9,6,14.857142857142858,11.1,2.02,Graduate
72835,39,1,9991,0,130.0,127.8,0,0,1,1,0,25,0,5,9,4,11.0,0,5,7,3,12.0,7.6,0.32,Enrolled
12490,18,1,9085,1,136.0,123.2,1,0,1,0,0,19,0,6,0,0,0.0,0,6,0,0,0.0,11.1,2.02,Dropout
34119,1,1,9500,1,145.0,131.8,0,0,1,0,0,19,0,7,7,7,13.371428571428572,0,8,9,7,13.666666666666666,12.4,1.79,Enrolled
14438,1,2,9670,1,117.0,121.2,0,1,1,0,0,18,0,6,9,6,11.375,0,6,9,4,12.0,11.1,2.02,Enrolled
69779,44,1,9003,1,110.0,110.0,0,0,1,1,0,20,0,6,13,3,11.666666666666666,0,6,15,4,11.75,15.5,-4.06,Enrolled
23126,44,1,9003,1,150.0,150.0,0,0,1,1,1,20,0,6,7,6,15.0,0,6,6,6,13.833333333333334,8.9,3.51,Graduate
76499,1,2,9147,1,136.0,121.5,0,0,1,0,0,19,0,5,5,5,12.8,0,5,8,5,11.2,12.7,-1.7,Graduate
104846,39,1,9119,1,133.1,96.0,0,0,0,1,0,29,0,5,6,1,14.0,0,5,5,0,0.0,10.8,1.74,Graduate
68224,7,1,9130,1,130.0,130.0,0,0,1,1,0,26,0,6,0,0,0.0,0,6,0,0,0.0,10.8,1.74,Dropout
84807,1,1,9773,1,125.0,126.9,1,0,1,0,0,19,0,6,6,6,12.166666666666666,0,6,6,6,12.0,12.4,1.79,Graduate
94044,39,2,9147,1,120.0,123.2,0,0,1,0,0,43,0,5,9,3,10.666666666666666,0,5,8,5,11.4,10.8,1.74,Graduate
54482,1,1,9070,1,133.1,155.0,0,0,1,0,1,21,0,6,6,6,13.5,0,6,6,6,12.666666666666666,16.2,-0.92,Graduate
48350,1,1,9773,1,126.0,121.5,0,0,1,0,1,18,0,6,7,3,12.333333333333334,0,6,6,3,12.666666666666666,10.8,1.74,Dropout
120291,1,1,9147,1,120.0,111.0,1,0,0,1,0,21,0,5,7,0,0.0,0,5,9,1,11.0,15.5,-4.06,Graduate
121578,1,1,9147,1,130.0,117.6,0,0,1,1,0,19,0,5,8,4,12.25,0,5,8,3,10.666666666666666,7.6,0.32,Graduate
67317,39,1,9773,1,133.1,125.1,0,0,0,1,0,43,0,6,6,0,0.0,0,5,8,0,0.0,15.5,-4.06,Dropout
76609,17,2,9085,1,117.0,109.3,0,0,1,0,0,19,0,5,10,2,12.5,0,5,13,2,14.0,15.5,-4.06,Graduate
61864,17,1,9773,1,133.1,95.0,1,1,0,1,0,20,0,6,0,0,0.0,0,6,0,0,0.0,16.2,-0.92,Dropout
111033,39,1,9500,1,130.0,126.0,0,0,1,1,0,28,0,7,7,7,14.05714285714286,0,8,8,8,14.6,13.9,0.79,Graduate
71825,1,1,9773,1,137.0,130.2,0,0,1,0,0,19,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79,Dropout
93722,1,2,9773,1,151.0,146.2,0,0,1,0,0,18,0,6,10,4,11.75,0,6,7,6,12.333333333333334,10.8,1.74,Graduate
42620,39,1,9003,1,133.1,130.0,0,0,1,1,0,25,0,6,8,0,0.0,0,6,8,0,0.0,16.2,-0.92,Enrolled
93536,1,3,171,1,131.0,128.2,1,0,1,1,1,18,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32,Graduate
91085,17,3,9500,1,130.0,131.0,1,0,1,0,0,18,0,7,7,6,12.45,0,7,7,6,12.45,7.6,0.32,Graduate
42419,17,2,9853,1,119.0,112.0,1,0,1,0,0,20,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06,Dropout
78068,17,5,9670,1,125.0,114.5,1,0,1,0,0,18,0,6,8,6,13.625,0,6,9,6,14.0,11.1,2.02,Graduate
23369,43,1,9254,1,134.0,133.3,1,1,1,0,0,19,0,6,10,4,11.5,0,6,13,2,10.5,7.6,0.32,Dropout
76357,10,1,9085,1,140.0,140.0,0,0,1,0,0,21,1,6,14,3,12.0,1,6,10,3,12.333333333333334,10.8,1.74,Enrolled
91330,1,4,9500,1,148.0,141.5,1,0,1,0,0,19,0,8,8,8,14.2525,0,8,8,8,14.2525,9.4,-3.12,Graduate
56873,39,1,9147,1,130.0,130.0,0,0,1,0,0,26,0,5,8,4,11.5,0,5,9,3,10.666666666666666,12.7,-1.7,Dropout
62064,18,1,9085,1,170.0,184.4,1,1,0,1,0,19,0,6,0,0,0.0,0,6,0,0,0.0,8.9,3.51,Dropout
17642,1,2,9773,1,133.0,126.4,0,0,1,0,1,18,0,6,8,6,11.285714285714286,0,6,11,5,12.4,15.5,-4.06,Graduate
69494,1,1,9254,1,120.0,124.0,0,0,1,1,1,21,0,6,9,5,12.8,0,6,8,4,11.25,11.1,2.02,Enrolled
7316,39,1,9119,1,140.0,128.5,1,0,1,1,0,29,0,5,8,1,10.0,0,5,5,0,0.0,12.7,-1.7,Dropout
57005,1,1,9670,1,127.0,120.4,1,0,0,1,0,20,0,5,5,0,0.0,0,5,5,0,0.0,9.4,-3.12,Dropout
7502,1,3,9853,1,140.0,126.8,0,0,1,0,0,18,0,6,0,0,0.0,0,6,0,0,0.0,12.7,-1.7,Dropout
84197,1,1,9500,1,145.0,136.4,0,0,1,1,1,22,0,7,9,7,13.761111111111113,0,8,8,8,14.5,15.5,-4.06,Graduate
44692,44,1,9003,1,140.0,140.0,0,0,1,1,0,20,0,6,10,6,11.285714285714286,0,6,12,4,12.0,16.2,-0.92,Enrolled
5595,1,3,9773,1,128.0,120.1,1,0,1,0,0,18,0,6,6,6,13.833333333333334,0,6,9,6,13.666666666666666,11.1,2.02,Graduate
18702,17,1,9130,1,123.0,118.9,0,0,1,1,0,18,0,5,7,3,10.666666666666666,0,5,8,3,11.333333333333334,9.4,-3.12,Dropout
122636,7,1,9003,1,150.0,150.0,0,0,1,1,0,25,0,6,6,0,0.0,0,6,6,0,0.0,16.2,-0.92,Graduate
